Rank,Institution,Country,academic_reputation_score,academic_reputation_rank,employer_reputation_score,"Employer Reputation
 RANK","Faculty Student
 SCORE","Faculty Student
 RANK","Citations per Faculty
 SCORE","Citations per Faculty
 RANK","International Faculty
 SCORE","International Faculty
 RANK","International Students
 SCORE","International Students
 RANK","International Research Network
 SCORE","International Research Network
 RANK","Employment Outcomes
 SCORE","Employment Outcomes
 RANK","Sustainability
 Score","Sustainability
 Rank",Overall
559,Ulster University,United Kingdom,8.1,601+,11.3,601+,9.6,701+,11.5,701+,99.8,91,77.6,182,73.4,431,6.8,701+,62.2,254=,22.3
559,Umm Al-Qura University ,Saudi Arabia,20.7,423,12.8,601+,54.7,279,2.2,701+,100,80,16,606,59.7,635,6.7,701+,3.1,701+,22.3
562,Université Claude Bernard Lyon 1,France,18.1,502,3.7,601+,7.9,701+,48.3,276,7.4,701+,12,681,93.7,106,12.4,701+,11,644=,22.2
562,Universiti Teknologi Brunei,Brunei,15.4,570,6.3,601+,88.5,92,9.9,701+,100,63,5.8,701+,15.9,701+,14.7,671,1.4,701+,22.2
564,Eötvös Loránd University,Hungary,23.3,382,22.6,414,10.7,701+,6.1,701+,5.2,701+,11,701+,71.3,464,60.9,198,61.9,258=,22.1
565,Nanjing University of Science and Technology,China (Mainland),5.7,601+,2.5,601+,8.9,701+,89.3,78,,,,,38.7,701+,3.7,701+,2.3,701+,22
565,University of Connecticut,United States,14.4,600,8.1,601+,18.2,701+,29.8,438,27.4,514,19.4,556,88,198,23.3,487,37.6,388=,22
567,Chiang Mai University,Thailand,34.8,252,17.1,501,17.3,701+,4.2,701+,4.8,701+,4.2,701+,62.5,596,19.1,578,56.1,282=,21.9
567,Lebanese University,Lebanon,29,304,34.4,274,10.1,701+,2.2,701+,43.8,402,29.5,435,43.7,701+,29.9,418,5.8,701+,21.9
567,MGIMO University,Russia,9.8,601+,25.4,372,100,18,1.3,701+,11.3,701+,41.3,346,5.7,701+,60,204,1,701+,21.9
570,"University of Chemistry and Technology, Prague",Czech Republic,5.6,601+,9.3,601+,98.4,44,13.5,661,23.9,547,78.4,179,34.9,701+,4.2,701+,3.4,701+,21.8
570,University of Szeged,Hungary,18.5,491,16.8,510,37,434,4.8,701+,11.8,701+,41.2,347,73.1,440,15,663,61.9,258=,21.8
570,University of the Punjab,Pakistan,15.6,566,52.2,162,4.5,701+,11.6,701+,3.2,701+,1.3,701+,62.2,603,81.4,118,4.3,701+,21.8
573,Florida State University,United States,25.6,346,18.1,485,7.2,701+,24.8,500,10,701+,4.2,701+,71.9,452,18.4,595,26.8,473=,21.6
574,Florida International University,United States,15.3,573,22.5,417,11.8,701+,12.6,680,20.3,593,12.9,661,86.7,217,16.6,621,81.2,148=,21.5
574,University of Debrecen,Hungary,17.9,505,13.9,588,34,464,3.9,701+,10.6,701+,70,209,76.7,385,21.4,537,39.5,371=,21.5
576,National Research Tomsk Polytechnic University,Russia,8.9,601+,8.4,601+,95.1,61,3.7,701+,10.9,701+,82.8,163,62.7,592,2,701+,7.1,701+,21.4
576,Sogang University,South Korea,17.5,516,45.5,202,56.7,260,5.1,701+,7.1,701+,19.6,552,13.8,701+,16,635,17.7,557=,21.4
576,Southern Cross University ,Australia,4.4,601+,2.8,601+,2.9,701+,46.3,299,81.1,234,44.8,327,44.2,701+,4.8,701+,48.2,327,21.4
576,Universidad Adolfo Ibáñez,Chile,20.6,428,57,141,4.7,701+,4.6,701+,36.9,433,3.9,701+,31.5,701+,53.3,237,2,701+,21.4
580,Jawaharlal Nehru University,India,31,287,14.4,571,10,701+,28.9,448,,,1.3,701+,47.4,701+,14.7,672,19.7,537=,21.3
580,Jinan University (China),China (Mainland),5.2,601+,2.7,601+,8.9,701+,52.7,244,34,470,83.1,162,52.8,701+,6.5,701+,3.1,701+,21.3
580,Management and Science University,Malaysia,15.1,581,18.1,487,40.2,389,1.8,701+,97.3,126,99.4,51,12.1,701+,4.2,701+,1.2,701+,21.3
580,Politecnico di Bari,Italy,6.9,601+,4.8,601+,11.3,701+,76.5,129,4.6,701+,7.2,701+,46.6,701+,3.5,701+,1.3,701+,21.3
580,Université Paul Sabatier Toulouse III,France,17.7,510,3.4,601+,38.5,411,28,465,5.1,701+,21.5,521,98.5,18,6,701+,10.3,658=,21.3
585,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,17.3,519,48.9,184,47.8,325,1.6,701+,47.5,376,5.3,701+,12,701+,13,701+,16.1,577=,21.2
585,Singapore Management University,Singapore,12.3,601+,14.2,578,10.2,701+,18.8,572,100,46,58.9,251,20.8,701+,27.1,443,26.3,478=,21.2
587,Bond University,Australia,4.3,601+,4.6,601+,47.8,326,28.8,450,70.4,283,86.6,144,26.5,701+,8.4,701+,1,701+,21.1
587,Shoolini University of Biotechnology and Management Sciences,India,10,601+,14.9,561,8.1,701+,55.9,224,33.3,476,1.7,701+,44.8,701+,2,701+,16.3,570=,21.1
587,The University of Georgia,United States,20.6,427,18.6,473,9.8,701+,24.4,504,6.7,701+,4.5,701+,83.7,267,21.5,531,30.7,440=,21.1
587,Universiti Teknologi MARA - UiTM,Malaysia,30.8,288,40.4,234,17.6,701+,2.8,701+,1.7,701+,2.1,701+,68.6,503,3.6,701+,15.2,590=,21.1
587,University of Kwazulu-Natal,South Africa,12.6,601+,10.2,601+,5.5,701+,24.5,503,24.5,544,1.6,701+,93.7,107,71.2,154,37.9,386=,21.1
592,Ain Shams University ,Egypt,24,364,32.2,292,11.3,701+,1.9,701+,23.1,557,7.5,701+,74.2,418,56.3,219,9.8,672=,21
592,Nottingham Trent University,United Kingdom,10.6,601+,15.1,557,10.6,701+,5.1,701+,57.1,333,74,193,84.6,254,12,701+,64.1,245=,21
592,Universität Bremen,Germany,18.5,490,7.7,601+,13.1,701+,24.4,505,46.9,382,26.4,460,89.1,182,1.8,701+,19.9,535=,21
595,ITMO University,Russia,10.5,601+,13,601+,95.5,59,5.4,701+,20.3,592,36.2,382,65.3,550,1.9,701+,1.2,701+,20.9
596,Thammasat University,Thailand,24.6,355,19.4,465,26.6,564,2.1,701+,9.1,701+,1.7,701+,41,701+,84.6,103,33.6,416=,20.8
596,Universitas Padjadjaran,Indonesia,19,476,41.6,228,41.4,378,1.4,701+,34.8,460,2.2,701+,19.6,701+,33.4,381,21.3,521=,20.8
596,University of Iowa,United States,18.4,493,8.7,601+,41.7,372,19.1,568,15.5,660,3.7,701+,75.6,396,26.6,446,20.8,527=,20.8
596,University of Ljubljana,Slovenia,19.9,451,9.2,601+,33.3,474,5.9,701+,4.2,701+,9.7,701+,84.8,249,97.6,32,4.9,701+,20.8
596,University of Texas Dallas,United States,13.1,601+,15.9,537,3.4,701+,43.3,317,9.7,701+,47.4,309,60.4,630,4.9,701+,9.5,678=,20.8
601-610,Ca' Foscari University of Venice ,Italy,19.6,456,15.8,539,5.7,701+,12.7,675,42,408,8.9,701+,64.6,564,12.3,701+,74.5,193=,-
601-610,Illinois Institute of Technology,United States,12.8,601+,11,601+,14.1,701+,35.9,379,19.2,610,97.3,77,18.9,701+,12.2,701+,1.6,701+,-
601-610,King Khalid University,Saudi Arabia,16.6,540,8.3,601+,49.8,313,2.7,701+,100,27,18,579,78.3,353,2.2,701+,2.3,701+,-
601-610,"Kingston University, London",United Kingdom,17.9,506,15.3,550,5.8,701+,7.6,701+,70.8,280,99.2,56,48.2,701+,12.6,701+,6.9,701+,-
601-610,Manchester Metropolitan University (MMU),United Kingdom,11.8,601+,12.6,601+,8.1,701+,10.1,701+,42.9,405,37.7,373,91.7,143,12.3,701+,79.6,156=,-
601-610,National Chengchi University,Taiwan,20.1,443,37.8,249,17.1,701+,2.2,701+,26.5,521,21.8,517,13.3,701+,91.1,70,1.6,701+,-
601-610,Paris Lodron University of Salzburg,Austria,9.7,601+,2.9,601+,20.8,659,6.8,701+,96.1,137,93.7,101,55.5,687,15.7,640,39.5,371=,-
601-610,Rensselaer Polytechnic Institute,United States,8,601+,8.4,601+,19.7,681,56.6,221,3.7,701+,29.9,430,25,701+,31.4,402,2.8,701+,-
601-610,Universität des Saarlandes,Germany,10.2,601+,5,601+,92.2,77,7,701+,4.6,701+,35.9,385,71.4,462,29,428,1.2,701+,-
601-610,University of Crete,Greece,13.9,601+,12.7,601+,2.4,701+,58.7,208,2.3,701+,3.5,701+,57,663,3.6,701+,1.8,701+,-
601-610,University of Hohenheim,Germany,8.6,601+,6.1,601+,12,701+,47.5,285,25.2,530,25.9,466,76.9,381,5,701+,19.2,545=,-
601-610,University of South Carolina,United States,13.8,601+,9.4,601+,9.7,701+,28.3,461,30.4,491,3.2,701+,71.9,451,17.3,611,63.1,250=,-
611-620,American University of the Middle East,Kuwait,23.1,388,21.6,428,19.7,682,3.7,701+,100,7,23,501,35.1,701+,5.1,701+,3.5,701+,-
611-620,Asia Pacific University of Technology and Innovation (APU),Malaysia,9.3,601+,12.5,601+,62.2,228,1.6,701+,92,177,100,16,6.8,701+,4,701+,1.6,701+,-
611-620,Brno University of Technology,Czech Republic,13,601+,29.3,322,25.7,579,7.3,701+,14.8,668,67.3,221,78.8,342,12.7,701+,3.3,701+,-
611-620,Christian-Albrechts-University zu Kiel,Germany,17.7,511,10.8,601+,44.7,346,15.6,625,,,8.4,701+,90,167,14.3,682,23.5,503=,-
611-620,Eastern Mediterranean University,Northern Cyprus,5.6,601+,2.1,601+,3.5,701+,26.5,480,90.1,190,100,9,55.2,693,24.1,469,1.8,701+,-
611-620,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,32.4,271,16.2,525,10.8,701+,7.5,701+,12.6,701+,1.6,701+,44.5,701+,68,172,5.4,701+,-
611-620,Taipei Medical University (TMU),Taiwan,10.6,601+,12.5,601+,90.4,84,18.9,571,16,650,13.7,648,22.9,701+,8.1,701+,8.3,700=,-
611-620,University of Klagenfurt,Austria,5.7,601+,3.7,601+,51.3,298,11.3,701+,96,138,87.8,134,35.6,701+,9.2,701+,1.6,701+,-
611-620,University of Minho,Portugal,15.6,565,7.1,601+,26.5,566,21,543,15.9,652,14.9,624,83.7,268,8.6,701+,52.1,305=,-
621-630,Abo Akademi University,Finland,7.5,601+,4.8,601+,18.9,701+,43.2,319,45.9,390,22.6,510,64.5,567,8.3,701+,6.4,701+,-
621-630,American University in Dubai,United Arab Emirates,10.3,601+,16.9,506,25.2,590,1.9,701+,100,81,100,2,4.5,701+,41.3,310,1,701+,-
621-630,Auezov South Kazakhstan University (SKU),Kazakhstan,18.5,488,28.7,333,89.5,86,1,701+,12.9,701+,16.2,601,4,701+,3.2,701+,2.6,701+,-
621-630,Charles Darwin University ,Australia,5.7,601+,4.2,601+,4.5,701+,44.2,311,25.4,527,55.2,270,41.3,701+,3.9,701+,63.7,247=,-
621-630,Istanbul University,Turkey,28.1,314,25.3,377,2.8,701+,3.5,701+,5.3,701+,9.9,701+,68.8,500,72.8,146,1.7,701+,-
621-630,Renmin (People's) University of China,China (Mainland),19.5,459,37.3,252,16.3,701+,7.9,701+,6.6,701+,4.9,701+,24.3,701+,81.2,120,9.7,676=,-
621-630,Tallinn University of Technology (TalTech),Estonia,12.8,601+,10.2,601+,31.5,502,10.8,701+,60,325,18.3,577,83.3,275,45.6,279,1.3,701+,-
621-630,Universidad de Alcalá,Spain,9.7,601+,5.8,601+,60,243,5.6,701+,10.6,701+,44.9,326,77.1,376,7.7,701+,59,271=,-
621-630,Universidad de Palermo (UP),Argentina,10.2,601+,9.8,601+,92.8,74,1,701+,35.6,449,91.9,111,2.6,701+,7.8,701+,,,-
621-630,University of South Florida,United States,12.9,601+,9.5,601+,8.8,701+,36.3,377,19.9,599,22.2,516,86.7,219,6.1,701+,15.9,581=,-
621-630,University of Tromsø The Arctic University of Norway,Norway,11,601+,4.3,601+,68.3,190,8.9,701+,69.3,286,7,701+,78.4,349,5.6,701+,10.5,655=,-
552,Al Ain University,United Arab Emirates,22.6,397,15.7,543,13.4,701+,5.9,701+,100,1=,100,18,27.5,701+,5.9,701+,5.2,701+,22.5
631-640,Ajou University ,South Korea,13.7,601+,15,558,68.9,187,17.9,584,9.3,701+,24.2,488,18.8,701+,4.2,701+,23.7,500=,-
631-640,Boston College,United States,21.3,414,16.2,523,21.2,652,16.6,613,12.5,701+,18.8,571,50.8,701+,42.2,307,7.1,701+,-
631-640,Chang Gung University,Taiwan,6.3,601+,4.3,601+,71.6,184,41.9,328,5.1,701+,4.5,701+,27.7,701+,2,701+,13.2,606=,-
631-640,China University of Petroleum,China (Mainland),3.4,601+,1.7,601+,8.6,701+,79.7,109,1.7,701+,2.8,701+,24.1,701+,21.1,543,1.5,701+,-
631-640,Far Eastern Federal University,Russia,12.8,601+,5.5,601+,96.7,50,1.7,701+,10.8,701+,63.1,239,41.7,701+,5.1,701+,1.1,701+,-
631-640,Inha University,South Korea,12.2,601+,14.3,573,77.2,152,10.9,701+,9.7,701+,13.7,647,23.9,701+,13.1,701+,41.4,358=,-
631-640,Savitribai Phule Pune University,India,8.9,601+,18.3,483,48.8,320,35.3,381,1.4,701+,2.5,701+,44.2,701+,14.4,677,1.8,701+,-
631-640,Tulane University,United States,9.8,601+,6,601+,84.7,106,9.7,701+,9.9,701+,10.8,701+,75.4,403,26,454,8,701+,-
631-640,Universidad de Concepción,Chile,26.2,341,22.4,418,14.8,701+,6.7,701+,10.6,701+,1.7,701+,61.1,617,12.5,701+,45.9,336=,-
631-640,University of Portsmouth,United Kingdom,8.1,601+,7.3,601+,8.6,701+,15.1,634,74,270,85.3,151,75.4,399,8.9,701+,21.1,525=,-
641-650,Beirut Arab University ,Lebanon,17.7,509,14.8,563,19.1,698,3.3,701+,88.5,200,48.2,301,28,701+,38.2,336,1,701+,-
641-650,De La Salle University,Philippines,22.6,398,52.4,161,10,701+,4.5,701+,1.9,701+,2.5,701+,22.2,701+,47.4,272,2.7,701+,-
641-650,East China University of Science and Technology,China (Mainland),6.9,601+,3.4,601+,11.8,701+,69.7,156,2.5,701+,1.7,701+,39.6,701+,10.5,701+,2.5,701+,-
641-650,Hacettepe University ,Turkey,22.5,399,29.4,318,10.8,701+,7.1,701+,4,701+,3.5,701+,72.1,449,22.2,516,34.8,406=,-
641-650,Lehigh University,United States,5.2,601+,4.8,601+,24.3,603,32.5,404,47.1,380,27.8,447,44.5,701+,29,429,33.3,418=,-
641-650,National Central University,Taiwan,21.5,409,28.2,338,22.9,624,14.4,647,11.6,701+,10,701+,30.4,701+,10.2,701+,27.9,462=,-
641-650,Oregon State University,United States,14.6,596,4.2,601+,15.6,701+,33.9,390,11.7,701+,8.1,701+,81.2,306,19.3,574,21.1,525=,-
641-650,Ritsumeikan University,Japan,16.6,539,55.7,148,7.8,701+,3.1,701+,28.4,505,9.6,701+,30.9,701+,3.9,701+,39.5,371=,-
641-650,Soochow University,China (Mainland),6.6,601+,2.6,601+,15.9,701+,63,183,6.2,701+,2.5,701+,47.4,701+,16.8,618,2,701+,-
641-650,Symbiosis International (Deemed University),India,5.4,601+,95.6,31,19.7,680,1.8,701+,16.1,648,3.6,701+,16.7,701+,5.2,701+,2,701+,-
641-650,Universiti Tenaga Nasional (UNITEN),Malaysia,8,601+,11.6,601+,62.2,227,17.3,593,18,626,65,229,32.9,701+,4.4,701+,9.1,686=,-
641-650,"University of Missouri, Columbia",United States,14.3,601+,8,601+,37.8,423,16.5,615,46.7,383,3.3,701+,66.5,529,30.5,413,12.3,618=,-
641-650,University of the Basque Country,Spain,19.5,461,7.3,601+,32.8,480,19,569,2.4,701+,3.5,701+,90.8,159,22.8,500,7.3,701+,-
651-660,HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea,11.5,601+,21.3,433,81.2,123,1.6,701+,32,484,47.9,302,12.6,701+,1.7,701+,8.1,701+,-
651-660,Palacký University Olomouc,Czech Republic,15.2,579,13.9,586,29.9,523,8.5,701+,32.7,481,17.8,580,87.3,210,6.8,701+,33,420=,-
651-660,Universidade de Santiago de Compostela,Spain,24.1,362,10.8,601+,12.4,701+,17,601,2.6,701+,5.5,701+,78,359,11.3,701+,36.6,393=,-
651-660,University of Houston,United States,12.7,601+,11.4,601+,5,701+,24.6,502,23.9,550,19.8,545,71.6,456,50.3,254,19.7,537=,-
651-660,University of Zagreb,Croatia,16.3,547,7.3,601+,23.8,612,4.1,701+,1.7,701+,3.3,701+,91.6,148,96.9,36,27.9,462=,-
661-670,Aberystwyth University,United Kingdom,9.4,601+,5.9,601+,18.5,701+,20.3,553,44.6,397,46.5,316,65.9,541,7.1,701+,44.9,338=,-
661-670,City University of New York,United States,19.9,452,35.6,266,8.9,701+,4.7,701+,6.1,701+,4.4,701+,93.1,117,22,522,13.2,606=,-
661-670,Comenius University Bratislava,Slovakia,12.8,601+,8.5,601+,56,265,3.5,701+,3.8,701+,22.9,505,60.2,631,79.8,123,5.1,701+,-
661-670,Free University of Bozen-Bolzano,Italy,5.8,601+,1.5,601+,12.8,701+,42.6,323,72.3,276,37.4,376,49.3,701+,3.4,701+,2,701+,-
661-670,International Islamic University Malaysia (IIUM),Malaysia,24.4,358,17,504,13.4,701+,3.1,701+,22.8,561,57.1,258,62.5,598,23,497,1.2,701+,-
661-670,ISCTE - Instituto Universitario de Lisboa,Portugal,6.9,601+,5.9,601+,2,701+,47.8,281,18.7,618,49.6,297,49.7,701+,27.2,441,1.5,701+,-
661-670,Memorial University of Newfoundland,Canada,7.2,601+,5.9,601+,10.1,701+,28.6,454,23.9,548,78.4,178,74.1,420,12.1,701+,16.9,563=,-
661-670,National Chung Hsing University,Taiwan,21.1,416,23,408,25.3,586,11.5,701+,8.8,701+,8.4,701+,32.2,701+,28.4,432,32.1,428=,-
661-670,"Sofia University ""St. Kliment Ohridski""",Bulgaria,14.2,601+,18,488,45.7,339,2,701+,3,701+,8.5,701+,61,618,81.8,112,8.9,691,-
661-670,Tokyo Medical and Dental University (TMDU),Japan,11.8,601+,6.5,601+,100,9,17.7,586,2.4,701+,13.4,653,21.9,701+,2,701+,1.6,701+,-
661-670,Universidad de la República (Udelar),Uruguay,27.1,322,13.7,591,14.2,701+,1.6,701+,7.9,701+,2.3,701+,62.4,599,87.7,89,2.6,701+,-
661-670,University of Manitoba,Canada,13.6,601+,15.9,536,29.6,526,12,694,,,43.2,334,73.1,439,32.8,390,16.3,570=,-
661-670,University of Plymouth,United Kingdom,8.9,601+,8.9,601+,11.6,701+,25.9,487,49.8,368,36.2,381,80.1,320,7.3,701+,21.5,518=,-
671-680,Abai Kazakh National Pedagogical University,Kazakhstan,26.5,333,22.8,413,53.8,283,1.1,701+,37.8,427,3.7,701+,4.1,701+,12.6,701+,1.7,701+,-
671-680,Bar-Ilan University,Israel,7.8,601+,6.1,601+,7.5,701+,48.1,279,46.4,386,2.7,701+,50.1,701+,22.9,498,4.2,701+,-
671-680,Karl-Franzens-Universitaet Graz,Austria,19.9,448,10.9,601+,11.7,701+,10.7,701+,45.4,394,26.1,465,63.9,576,31.9,397,12.3,618=,-
671-680,Kazakh National Agrarian University KazNAU,Kazakhstan,19.9,449,16.4,517,85.2,104,1.1,701+,19.6,608,22.6,509,6.5,701+,3.3,701+,2.7,701+,-
671-680,Martin-Luther-Universität Halle-Wittenberg,Germany,13.1,601+,6.4,601+,80.1,136,7.4,701+,,,8.8,701+,90,168,4.8,701+,6.2,701+,-
671-680,Universidade Federal de Minas Gerais      ,Brazil,32.4,272,8.9,601+,13.8,701+,7,701+,8,701+,1.5,701+,64,573,39.7,324,6.7,701+,-
671-680,University of Haifa,Israel,13,601+,5.9,601+,14.6,701+,32.1,409,13.4,699,3.6,701+,67.2,518,22.9,499,37.3,390,-
681-690,China University of Mining and Technology,China (Mainland),3.5,601+,1.6,601+,14.1,701+,68.5,159,,,,,52.4,701+,10.1,701+,2.8,701+,-
681-690,"Goldsmiths, University of London",United Kingdom,13.1,601+,5.1,601+,12.8,701+,12,691,92,176,91.5,115,25.1,701+,14.4,679,3.1,701+,-
681-690,Indian Institute of Technology Hyderabad,India,6.2,601+,4.4,601+,18.2,701+,71.1,152,1.2,701+,1.5,701+,13.7,701+,2,701+,4.3,701+,-
681-690,Jeonbuk National University,South Korea,15.6,564,11.1,601+,61.3,234,10.6,701+,7.8,701+,6.8,701+,35.3,701+,2.8,701+,48.5,326,-
681-690,Prince Sultan University,Saudi Arabia,6.5,601+,5.3,601+,14.7,701+,31.7,418,100,36,13.9,644,54.3,701+,11,701+,3.6,701+,-
681-690,Princess Nourah bint Abdulrahman University,Saudi Arabia,16.6,543,14.8,565,18.9,701+,2.5,701+,94.5,155,38.4,364,64,574,2.3,701+,3.1,701+,-
681-690,Temple University,United States,12.3,601+,7.1,601+,29.2,531,16.9,603,3,701+,5.7,701+,77.2,375,23.2,490,61.9,258=,-
681-690,"University of Agriculture, Faisalabad ",Pakistan,6.3,601+,11.6,601+,1.6,701+,61,196,2.5,701+,1.1,701+,66.7,527,2.4,701+,1.7,701+,-
681-690,University of New Brunswick,Canada,4.9,601+,8.3,601+,19.9,677,27.5,470,61,320,34.1,397,48.7,701+,17.3,613,29,453=,-
691-700,Chandigarh University,India,14.1,601+,51.3,172,24,610,1.4,701+,37.6,429,15.3,618,37.4,701+,1.9,701+,1.6,701+,-
691-700,Norwegian University of Life Sciences (UMB),Norway,5.8,601+,4.3,601+,100,14,8.5,701+,,,,,74.7,414,18.6,592,9.9,667=,-
691-700,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,6.5,601+,9.6,601+,66.1,198,41,340,,,1,701+,14.7,701+,3.5,701+,1,701+,-
691-700,Shiraz University,"Iran, Islamic Republic of",6.9,601+,5.4,601+,4.6,701+,60.7,198,1.2,701+,2.2,701+,54.3,701+,14.1,688,7.9,701+,-
691-700,Universidad Central de Venezuela,Venezuela,21,417,40.6,232,27.1,559,1.1,701+,2.6,701+,1.4,701+,21.5,701+,51.4,248,1,701+,-
691-700,Universidad de La Habana,Cuba,17,532,10.6,601+,72.8,180,1.5,701+,1.8,701+,3.7,701+,17.8,701+,76.5,134,1,701+,-
691-700,Universidad Panamericana (UP),Mexico,9.9,601+,20,451,75.4,164,1.2,701+,17.4,637,2.5,701+,20.1,701+,68.7,169,2,701+,-
691-700,Universidade Federal de São Paulo,Brazil,10.5,601+,5.1,601+,95.6,57,6,701+,4.7,701+,1.5,701+,54,701+,2.9,701+,30.1,443=,-
691-700,Universidade Federal do Rio Grande Do Sul ,Brazil,28,316,5.3,601+,12.8,701+,10.1,701+,2.2,701+,1.6,701+,80.1,319,25.9,455,31.3,435=,-
691-700,University of Brescia,Italy,4.4,601+,2.2,601+,7.4,701+,56.3,223,2.6,701+,6.3,701+,55.5,688,3.3,701+,44.9,338=,-
691-700,University of Greenwich,United Kingdom,4.7,601+,4.1,601+,4.1,701+,11.7,700,91.5,183,100,30,78.2,357,14.9,666,5.4,701+,-
691-700,University of Siena,Italy,13.6,601+,3.5,601+,9.7,701+,40.4,349,2.9,701+,10.8,701+,61,621,9.3,701+,27.9,462=,-
701-710,Beijing University of Chemical Technology,China (Mainland),4.5,601+,1.8,601+,19,701+,67.1,164,2.5,701+,1.7,701+,37.2,701+,2.4,701+,1.3,701+,-
701-710,Dongguk University ,South Korea,7.9,601+,10.5,601+,83.6,116,9.7,701+,9,701+,23.8,496,36.5,701+,4.8,701+,20.8,527=,-
701-710,Lebanese American University,Lebanon,13.5,601+,20.3,448,29.1,532,3.7,701+,73.3,273,19.6,551,36.5,701+,19.9,565,19.5,544,-
701-710,National Institute of Technology Tiruchirappalli,India,4.1,601+,2.8,601+,9.1,701+,71,153,,,1.8,701+,34.5,701+,3,701+,5.2,701+,-
701-710,Stevens Institute of Technology,United States,2.6,601+,4,601+,5.2,701+,41.7,331,53.2,350,96.4,86,18,701+,7.8,701+,1.3,701+,-
701-710,Taras Shevchenko National University of Kyiv,Ukraine,18.9,478,36.6,257,27,562,2.2,701+,1.5,701+,3.9,701+,40.3,701+,45.5,280,1.6,701+,-
701-710,University of Nebraska - Lincoln,United States,10.6,601+,5.8,601+,16.9,701+,30.4,434,21.5,575,7.1,701+,73.1,437,7.2,701+,33,420=,-
701-710,University of Oklahoma,United States,10.2,601+,9.8,601+,15.6,701+,31.1,424,21.8,571,5.7,701+,69.3,493,22.3,514,17.7,557=,-
711-720,Ahlia University,Bahrain,16.7,536,8.4,601+,31.7,497,3.8,701+,100,47,42.7,339,9.3,701+,12.7,701+,2.5,701+,-
711-720,American University,United States,16.2,550,29.3,321,32.9,479,4.3,701+,8,701+,19.4,554,30.6,701+,40.5,315,4.8,701+,-
711-720,COMSATS University Islamabad,Pakistan,11.7,601+,30.5,308,13.4,701+,18.2,580,1.5,701+,1.4,701+,88.3,192,6.1,701+,14.6,597=,-
711-720,Czech University of Life Sciences in Prague,Czech Republic,10.4,601+,6.7,601+,9.4,701+,10.8,701+,29,502,73.5,197,75.8,392,3.9,701+,49.5,322=,-
711-720,De Montfort University,United Kingdom,5.3,601+,4.8,601+,5.6,701+,8,701+,74.2,267,97.5,76,62.8,591,6.4,701+,41.4,358=,-
711-720,"Lingnan University, Hong Kong",Hong Kong SAR,9.9,601+,6.5,601+,13.9,701+,11,701+,100,35,98.9,60,15.6,701+,3.7,701+,3.8,701+,-
711-720,Nanjing Agricultural University,China (Mainland),5,601+,1.9,601+,7.5,701+,67.6,162,,,1.5,701+,48.2,701+,1.4,701+,2.2,701+,-
711-720,Plekhanov Russian University of Economics,Russia,14,601+,19.1,468,49.8,311,2.3,701+,3,701+,16.2,602,51.9,701+,38.5,333,11.6,629=,-
711-720,Saint Joseph University of Beirut (USJ) ,Lebanon,8.2,601+,16.4,518,50.7,305,2.4,701+,91.3,184,25.8,467,13.1,701+,33.4,382,1.4,701+,-
711-720,The National University of Science and Technology MISIS,Russia,6.2,601+,9,601+,74.2,172,13.8,657,7.9,701+,43.1,335,44.7,701+,9.2,701+,2.2,701+,-
711-720,Ton Duc Thang University,Vietnam,5,601+,6.4,601+,5.2,701+,51.7,252,9.9,701+,1.4,701+,90.7,162,4.7,701+,3.8,701+,-
711-720,Université de Franche-Comté,France,6.5,601+,2.1,601+,100,2,12.4,681,,,,,76.7,384,3.2,701+,1.7,701+,-
711-720,University of Mumbai,India,9.1,601+,28.8,327,2.8,701+,30.9,428,2,701+,2,701+,18.3,701+,81.4,119,1.7,701+,-
721-730,Brandeis University,United States,9.4,601+,4.8,601+,53.1,288,11.6,701+,18,627,75.1,186,32.3,701+,16.5,624,1.1,701+,-
721-730,Budapest University of Technology and Economics,Hungary,15.6,562,25.7,369,13.7,701+,8.5,701+,2.8,701+,14.8,630,56.6,669,33.2,384,26,482,-
